,user_id,max_history_seen,vocab_size,learning_speed,lex_cluster_0_ability,lex_cluster_0_seen,lex_cluster_10_ability,lex_cluster_10_seen,lex_cluster_11_ability,lex_cluster_11_seen,lex_cluster_12_ability,lex_cluster_12_seen,lex_cluster_13_ability,lex_cluster_13_seen,lex_cluster_14_ability,lex_cluster_14_seen,lex_cluster_15_ability,lex_cluster_15_seen,lex_cluster_16_ability,lex_cluster_16_seen,lex_cluster_17_ability,lex_cluster_17_seen,lex_cluster_18_ability,lex_cluster_18_seen,lex_cluster_19_ability,lex_cluster_19_seen,lex_cluster_1_ability,lex_cluster_1_seen,lex_cluster_20_ability,lex_cluster_20_seen,lex_cluster_21_ability,lex_cluster_21_seen,lex_cluster_22_ability,lex_cluster_22_seen,lex_cluster_23_ability,lex_cluster_23_seen,lex_cluster_24_ability,lex_cluster_24_seen,lex_cluster_25_ability,lex_cluster_25_seen,lex_cluster_26_ability,lex_cluster_26_seen,lex_cluster_27_ability,lex_cluster_27_seen,lex_cluster_28_ability,lex_cluster_28_seen,lex_cluster_29_ability,lex_cluster_29_seen,lex_cluster_2_ability,lex_cluster_2_seen,lex_cluster_30_ability,lex_cluster_30_seen,lex_cluster_31_ability,lex_cluster_31_seen,lex_cluster_32_ability,lex_cluster_32_seen,lex_cluster_33_ability,lex_cluster_33_seen,lex_cluster_34_ability,lex_cluster_34_seen,lex_cluster_35_ability,lex_cluster_35_seen,lex_cluster_36_ability,lex_cluster_36_seen,lex_cluster_37_ability,lex_cluster_37_seen,lex_cluster_38_ability,lex_cluster_38_seen,lex_cluster_39_ability,lex_cluster_39_seen,lex_cluster_3_ability,lex_cluster_3_seen,lex_cluster_40_ability,lex_cluster_40_seen,lex_cluster_41_ability,lex_cluster_41_seen,lex_cluster_42_ability,lex_cluster_42_seen,lex_cluster_43_ability,lex_cluster_43_seen,lex_cluster_44_ability,lex_cluster_44_seen,lex_cluster_45_ability,lex_cluster_45_seen,lex_cluster_46_ability,lex_cluster_46_seen,lex_cluster_47_ability,lex_cluster_47_seen,lex_cluster_48_ability,lex_cluster_48_seen,lex_cluster_49_ability,lex_cluster_49_seen,lex_cluster_4_ability,lex_cluster_4_seen,lex_cluster_50_ability,lex_cluster_50_seen,lex_cluster_51_ability,lex_cluster_51_seen,lex_cluster_52_ability,lex_cluster_52_seen,lex_cluster_53_ability,lex_cluster_53_seen,lex_cluster_54_ability,lex_cluster_54_seen,lex_cluster_55_ability,lex_cluster_55_seen,lex_cluster_56_ability,lex_cluster_56_seen,lex_cluster_57_ability,lex_cluster_57_seen,lex_cluster_58_ability,lex_cluster_58_seen,lex_cluster_59_ability,lex_cluster_59_seen,lex_cluster_5_ability,lex_cluster_5_seen,lex_cluster_60_ability,lex_cluster_60_seen,lex_cluster_61_ability,lex_cluster_61_seen,lex_cluster_62_ability,lex_cluster_62_seen,lex_cluster_63_ability,lex_cluster_63_seen,lex_cluster_64_ability,lex_cluster_64_seen,lex_cluster_65_ability,lex_cluster_65_seen,lex_cluster_66_ability,lex_cluster_66_seen,lex_cluster_67_ability,lex_cluster_67_seen,lex_cluster_68_ability,lex_cluster_68_seen,lex_cluster_69_ability,lex_cluster_69_seen,lex_cluster_6_ability,lex_cluster_6_seen,lex_cluster_70_ability,lex_cluster_70_seen,lex_cluster_71_ability,lex_cluster_71_seen,lex_cluster_72_ability,lex_cluster_72_seen,lex_cluster_73_ability,lex_cluster_73_seen,lex_cluster_74_ability,lex_cluster_74_seen,lex_cluster_75_ability,lex_cluster_75_seen,lex_cluster_76_ability,lex_cluster_76_seen,lex_cluster_77_ability,lex_cluster_77_seen,lex_cluster_78_ability,lex_cluster_78_seen,lex_cluster_79_ability,lex_cluster_79_seen,lex_cluster_7_ability,lex_cluster_7_seen,lex_cluster_80_ability,lex_cluster_80_seen,lex_cluster_8_ability,lex_cluster_8_seen,lex_cluster_9_ability,lex_cluster_9_seen
0,u:0X2,15,9,13.56396881813577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01285021587349178,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007526632872042424,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012348151721853086,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015750713000404867,0.18032786885245902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,u:0b,12,12,3.629235702588879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007595777359900045,0.25806451612903225,0.0,0.0,0.0,0.0,0.014024284126947614,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00231309916988783,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02653918880957088,1.3404255319148937
2,u:0xw,20,108,2.633295943541849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017289733257376452,0.0967741935483871,0.0,0.0,0.0,0.0,0.06851934566055282,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.049260876620268006,0.7037037037037037,0.0,0.0,0.0186532719366598,0.16666666666666666,0.012412266170836636,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005021411003510172,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015091202701936575,0.1875,0.02699098441443668,0.16666666666666666,0.06694899550904199,0.2647058823529412,0.07821005466128839,0.47619047619047616,0.01193250831488685,0.08823529411764706,0.0,0.0,0.031019406948324373,0.55,0.0,0.0,0.0,0.0,0.013102680550310336,0.045454545454545456,0.012644304767838302,0.06521739130434782,0.0,0.0,0.0,0.0,0.013049535955626553,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0649402750026195,0.7333333333333333,0.004678256193795747,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005222299949374555,0.09523809523809523,0.2058847899354004,2.2580645161290325,0.0,0.0,0.0004607191953964353,0.058823529411764705,0.02258801697632103,0.3,0.0,0.0,0.013064848998557832,0.19310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.01256614283328544,0.21428571428571427,0.003816065014185793,0.0625,0.009607704004757599,0.12,0.07971626497913609,0.8360655737704918,0.005835348802114247,0.047619047619047616,0.013327726052183417,0.17647058823529413,0.004903651146848236,0.08,0.007076491426243458,0.07317073170731707,0.0,0.0,0.0,0.0,0.010506046659002727,0.15151515151515152,0.011766341705387501,0.06382978723404255
3,u:1EH,14,52,2.580330515969506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012968470799191724,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.010079209739859794,0.03333333333333333,0.0,0.0,0.03456786768705882,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013453721710086394,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05968462830555975,1.0,0.0,0.0,0.06895042846519657,1.0,0.021447534374502093,0.3235294117647059,0.0,0.0,0.031019332533978962,0.4,0.0,0.0,0.0,0.0,0.013103772422158332,0.2727272727272727,0.0,0.0,0.0,0.0,0.10845740092982266,1.9523809523809523,0.029233155634395092,0.41935483870967744,0.0,0.0,0.0,0.0,0.0,0.0,0.03247407907162233,0.4,0.0,0.0,0.0,0.0,0.0061056293059020715,0.18867924528301888,0.02129135695319483,0.058823529411764705,0.0135853688183491,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.024194657898959592,0.6428571428571429,0.009792711529712408,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00140966685025968,0.04827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001833896217350144,0.0125,0.0,0.0,0.04149929184065438,1.098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012513984992794595,0.041666666666666664,0.008262448734348778,0.15217391304347827,0.0,0.0,0.0,0.0
4,u:1gx,15,71,7.584663430195333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04709568529845125,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018195232574762764,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018974412578808705,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0459867924771378,0.6666666666666666,0.0,0.0,0.07153806724457812,0.6190476190476191,0.0,0.0,0.0,0.0,0.027141447460468336,0.2,0.0,0.0,0.0,0.0,0.00655183161339235,0.18181818181818182,0.0,0.0,0.0,0.0,0.16223676565033768,2.4761904761904763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03247299665644069,0.13333333333333333,0.0,0.0,0.0,0.0,0.020008831500941182,0.2830188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02750989893059512,0.5952380952380952,0.08672126700620081,0.8387096774193549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001908060229948415,0.020689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.004144709192697114,0.07142857142857142,0.0,0.0,0.002725261823385382,0.04,0.021836136390783883,0.39344262295081966,0.00244485944125675,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013605543158871622,0.13043478260869565,0.016059783012437184,0.12121212121212122,0.0,0.0
5,u:1mo,33,36,2.041634300095138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009820665032590882,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015053022331288236,0.08823529411764706,0.0,0.0,0.006617989904042686,0.15,0.020288088401646198,0.375,0.0,0.0,0.028317956302694826,0.18181818181818182,0.008726696102466276,0.043478260869565216,0.0,0.0,0.03085263974519571,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008392760612895307,0.26666666666666666,0.02136182873675428,0.23809523809523808,0.0,0.0,0.006176344458395421,0.07547169811320754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053842913219615905,0.07142857142857142,0.0,0.0,0.010171295605674634,0.20454545454545456,0.0,0.0,0.016664190091468925,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.013204197209373606,0.2857142857142857,0.0,0.0,0.0,0.0,0.005043924659702217,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.009811448172224912,0.17647058823529413,0.0,0.0,0.01241460173889192,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,u:2Ku,22,5,7.606040400479573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,u:2Vn,12,16,14.139332400411297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02227321522098027,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03239096265722299,0.6666666666666666,0.0,0.0,0.04708265406464804,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233898752688974,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.03247299665644069,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011701272581194007,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012607124081812643,0.11475409836065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008014744124263116,0.043478260869565216,0.010505731493361236,0.06060606060606061,0.010875509251409473,0.14893617021276595
8,u:2m9,32,95,2.9546896336402173,0.0,0.0,0.0,0.0,0.0,0.0,0.016356590391888113,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02450305870415743,0.28125,0.050729282392383605,3.5185185185185186,0.0,0.0,0.0,0.0,0.007447533472490676,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011591499343517895,0.3888888888888889,0.009357277670630727,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015390734797628773,0.17647058823529413,0.07399730578027561,2.380952380952381,0.016194320439703952,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013103908918934627,0.7272727272727273,0.0,0.0,0.0,0.0,0.03289580282735825,1.5238095238095237,0.26868424412697334,4.258064516129032,0.0,0.0,0.007593844968349296,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013779715999807415,0.5238095238095238,0.006817094316966532,0.1935483870967742,0.0,0.0,0.0,0.0,0.02105453813900447,0.35,0.007437833477909309,0.13513513513513514,0.0026901482811904787,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04887633727680253,1.7049180327868851,0.08184471191391919,1.5952380952380953,0.0,0.0,0.00462230482201065,0.06,0.0034801065859764533,0.07317073170731707,0.0,0.0,0.010637835553638038,0.3695652173913043,0.0,0.0,0.0,0.0
9,u:2mx,35,133,4.016288512009362,0.0,0.0,0.000153377860961035,0.05,0.0,0.0,0.12493538096108824,1.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010828091917675435,0.09375,0.06345584332658155,2.925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022019678742029297,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012824089249568096,0.07692307692307693,0.0,0.0,0.03139482305470187,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.05535152963568842,2.0,0.0,0.0,0.0656022903227802,2.380952380952381,0.009546133929452624,0.14705882352941177,0.0,0.0,0.03101945810288475,0.7,0.0,0.0,0.0,0.0,0.012830091904040629,0.7272727272727273,0.0,0.0,0.0,0.0,0.031358187027151936,2.2857142857142856,0.0962542703522304,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.028492264926491033,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012878427328685927,0.6666666666666666,0.18947690034077672,3.129032258064516,0.0,0.0,0.014859835027041723,0.35294117647058826,0.015414243962791443,0.35,0.0,0.0,0.009839262678645244,0.25517241379310346,0.0,0.0,0.015844640542936834,0.14285714285714285,0.0,0.0,0.012566073757101432,0.17857142857142858,0.0035998410897063646,0.0625,0.015035465530737186,0.24,0.1358999847371721,2.3278688524590163,0.011738023623881128,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012732315854352527,0.2826086956521739,0.010506040822553327,0.18181818181818182,0.0,0.0
10,u:3aq,51,50,8.972617517079113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0543670480528773,3.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014235250433340998,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005404523540468206,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018751822218662673,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.051712322395850774,5.444444444444445,0.018467342837566722,0.029411764705882353,0.0669502309916236,3.619047619047619,0.0,0.0,0.0,0.0,0.023687559771065632,0.55,0.0,0.0,0.0,0.0,0.012431485393385212,0.9090909090909091,0.0,0.0,0.0,0.0,0.10279444947682649,6.904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023195825992681194,0.4666666666666667,0.0,0.0,0.0,0.0,0.016529414729232784,1.679245283018868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02620743879723492,2.619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035548096816995383,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02652533994147582,1.4918032786885247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01459625025933769,0.5,0.011681438092015677,0.36363636363636365,0.0,0.0
